0,1,2
5(Basic Science),Basic Electricity: -Conductors and nonconductors. -Electric hit. -Uses of electricity,"By the end ofthe lesson, pupils should be able to: i. disus the meaning of conductors and non-conductors ii. explain how electricity travels from one point to the other (conductors); iii. group materials into conductors (metals) and non-conductors (woods, glass, *sic); iv. make a simple electric circuit connection."
PHE,Martial Arts -Rules of judo and Skills,"By the end oftE lesson, pupils should be able to: i. state rules of judo ii. list teminologies in judo game iii. demonstrates tie judo basic skills"
IT,Digital skills -Definition -Components of digital skills -Importance of digital skills,"By tie end of the lesson, pupils should be able to: i. Define digital skills ii. Outline the components of digital skills iii. State the importance of digitat skills"
6(Basic Science),Magnetism: -Properties of magnets -Uses of magnets -Making magnets,"By the end of ttE lesson, pupils should be able to: i. State the properties of magnets; ii. Group materials to magnetic and non magnetic iii. Write common applications of magnetism iv. Make and use magnets"
PHE,Swimming Strokes,"By the end of the lesson, Pupils should be able to: i. discuss meaning swimming ii. demonstrate swimming strokes iii. explain most difficult easiest swimming stroke"
IT,Desktop publishing applications -Microsoft word -Microsoft excel -Microsoft PowerPoint,"By the end of the lesson, pupils should be able to: i. Experiment on each of the given desktop publishing applications"
7,MID TERM BREAK,MID TERM BREAK
8(Basic Science),"BASIC MOTOR PARTS (INTERNAL): -Internal parts of motor vehide e.g air bags, seat belts, steeing, brakes, ditches, pedals, gears etc. -Functions of the intemal parts of the motor vehicle","By the end of the lesson, Pupils should be able to i. Mention the internal parts of motor vehide; ii. Identify the intemal parts of a motor vehicle; iii. discuss the basic functions of the internal art of a motor vehicle."
PHE,"Pathogens, diseases and prevention:","By he end of the lesson, Pupils should be able to: i. discus concept of disease and pathogen ii. mention types of pathogen e.g. bacterial, virus. iii. distinguish between disease and pathogen iv. Investigate ways of preventing diseases"
IT,Setting up the HTML Document Identify html tags Dccument Structure HTML syntax,"By the end of the lesson, pupils should be able to: i. Experiment on each of the given desktop how HTML works"
9(Basic Science),Body Image and self esteem -Concept of body image -Features of bod image -Factors affecting body image.,"By the end of the lesson, pupils should be able to: i. explain the concept of body image; ii. appreciate individual features and uniqueness; iii. enumerate the factors affecting body image."
PHE,Diseases; Meaning. Signs and Synptoms,"By the end of the lesson, Pupils should be able to, i. discuss concept of disease ii. identify between signs and symptoms of diseases iii. compare between sickness and illness"
IT,Introduction to Python -Use of python -Simple syntax command,"By the end of the lesson, pupils should be ablo to: i. Describe the meaning of python ii. Put python and syntax to use."
10(Basic Science),"System. -Meaning of excretory system. -Organs involves in excretory system: kidneys, skin, liver, large intestine etc.","By the end of the lesson, pupils should be able to i. describe the excretory system; ii. state tho organs involves in excretory system and their functions"
PHE,Meaning of communicable and non-communicable diseases,"By end of the lesson, Pupils should be able to: i. define communicable and non-communicable diseases ii. . list kinds of communicable diseases iii. give concepts of non. communicable diseases iv. identify types of non-communicäble diseases"
IT,Introduction to Scratch,"By the end of the lesson, Pupils should be able to"
11(Basic Science),"Meaning of rocks. -Classification of rocks according to colour, hardness, texture, etc. -List some important uses construction, beautification etc. Name some major landmark rocks in Nigeria","By the end of lesson, pupils should be able to: i. explain the rneaning of rock; ii. Identify rocks and dassify rocks; iii. enumerate the uses of rocks qnenüon some landmark rocks in Nigeia. iv. Classify landmark rocks in Nigeria."
PHE,Issues and Challenges in PHE,"By the end of the lesson, Pupils should be able to: i. discus Issues and Challenges In sports ii. mention different types of issues and challenges drugs iii. list different types of drugs iv. highlight the uses of drug v. investigate the effects of drinking and smoking vi. summarize the effects of drugs on athlete"
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
